compound_name,chembl_id,smiles,target_genes,pchembl_value,clinical_phase,toxicity_score,ro5_pass,bbb_permeability,top_adverse_reactions,active_trial_count,composite_score
ESKETAMINE,CHEMBL395091,CN[C@]1(c2ccccc2Cl)CCCCC1=O,GRIN1,7.9431,4.0,0.5063,True,0.9728,"SUICIDAL IDEATION, SUICIDE ATTEMPT, DRUG INEFFECTIVE",1,0.7303
LANSOPRAZOLE,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,MAPT,8.6021,4.0,0.5968,True,0.9696,"DIARRHOEA, DYSPNOEA, NAUSEA",0,0.7133
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,GRIN1,6.2676,4.0,0.4478,True,0.9909,"FALL, DEATH, DRUG INEFFECTIVE",0,0.7071
FLORQUINITAU,CHEMBL4804173,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,MAPT,9.3665,3.0,0.6155,True,0.9742,"AMYLOID RELATED IMAGING ABNORMALITY-MICROHAEMORRHAGES AND HAEMOSIDERIN DEPOSITS, AMYLOID RELATED IMAGING ABNORMALITY-OEDEMA/EFFUSION, SUPERFICIAL SIDEROSIS OF CENTRAL NERVOUS SYSTEM",0,0.7046
RETINOL,CHEMBL986,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,SNCA,6.7212,4.0,0.5104,True,0.9741,"FATIGUE, DRUG INEFFECTIVE, NAUSEA",0,0.6923
DIZOCILPINE,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,GRIN1,8.9208,2.0,0.547,True,0.9663,"COMA, DRUG TOXICITY, NODULE",0,0.6921
DIZOCILPINE,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,GRIN1,8.9208,2.0,0.547,True,0.9663,"COMA, DRUG TOXICITY, NODULE",0,0.6921
DIZOCILPINE,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,GRIN1,8.9208,2.0,0.547,True,0.9663,"COMA, DRUG TOXICITY, NODULE",0,0.6921
DIZOCILPINE,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,GRIN1,8.9208,2.0,0.547,True,0.9663,"COMA, DRUG TOXICITY, NODULE",0,0.6921
DIZOCILPINE,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,GRIN1,8.9208,2.0,0.547,True,0.9663,"COMA, DRUG TOXICITY, NODULE",0,0.6921
DIZOCILPINE,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,GRIN1,8.9208,2.0,0.547,True,0.9663,"COMA, DRUG TOXICITY, NODULE",0,0.6921
MEMANTINE HYDROCHLORIDE,CHEMBL1699,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,GRIN1,5.6383,4.0,0.4498,True,0.9891,"FALL, ASTHENIA, FATIGUE",0,0.687
PHENCYCLIDINE,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,GRIN1,7.8153,2.0,0.4983,True,0.9931,"DRUG ABUSE, TOXICITY TO VARIOUS AGENTS, COMPLETED SUICIDE",0,0.6838
PHENCYCLIDINE,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,GRIN1,7.8153,2.0,0.4983,True,0.9931,"DRUG ABUSE, TOXICITY TO VARIOUS AGENTS, COMPLETED SUICIDE",0,0.6838
PHENCYCLIDINE,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,GRIN1,7.8153,2.0,0.4983,True,0.9931,"DRUG ABUSE, TOXICITY TO VARIOUS AGENTS, COMPLETED SUICIDE",0,0.6838
PHENCYCLIDINE,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,GRIN1,7.8153,2.0,0.4983,True,0.9931,"DRUG ABUSE, TOXICITY TO VARIOUS AGENTS, COMPLETED SUICIDE",0,0.6838
PHENCYCLIDINE,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,GRIN1,7.8153,2.0,0.4983,True,0.9931,"DRUG ABUSE, TOXICITY TO VARIOUS AGENTS, COMPLETED SUICIDE",0,0.6838
PHENCYCLIDINE,CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,GRIN1,7.8153,2.0,0.4983,True,0.9931,"DRUG ABUSE, TOXICITY TO VARIOUS AGENTS, COMPLETED SUICIDE",0,0.6838
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,GRIN1,6.3768,4.0,0.5063,True,0.9728,"DRUG INEFFECTIVE, OFF LABEL USE, NAUSEA",3,0.6833
SELEGILINE,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,SNCA,6.5686,4.0,0.4997,True,0.9269,"HALLUCINATION, DRUG INEFFECTIVE, FALL",0,0.6826
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,LRRK2,7.8239,4.0,0.6112,True,0.9249,"DISEASE PROGRESSION, DIARRHOEA, FATIGUE",0,0.6752
ETOXADROL,CHEMBL305904,CC[C@]1(c2ccccc2)OC[C@H]([C@@H]2CCCCN2)O1,GRIN1,7.6576,2.0,0.5044,True,0.9767,,0,0.6733
FLORBETAPIR,CHEMBL1908919,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,SNCA,7.1158,4.0,0.5916,True,0.9812,"SEIZURE, AMYLOID RELATED IMAGING ABNORMALITY-MICROHAEMORRHAGES AND HAEMOSIDERIN DEPOSITS, AMYLOID RELATED IMAGING ABNORMALITY-OEDEMA/EFFUSION",1,0.6731
FLORBETAPIR,CHEMBL1908919,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,MAPT,7.1158,4.0,0.5916,True,0.9812,"SEIZURE, AMYLOID RELATED IMAGING ABNORMALITY-MICROHAEMORRHAGES AND HAEMOSIDERIN DEPOSITS, AMYLOID RELATED IMAGING ABNORMALITY-OEDEMA/EFFUSION",1,0.6731
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,GRIN1,5.7747,4.0,0.5055,True,0.9871,"DEATH, TOXICITY TO VARIOUS AGENTS, DRUG ABUSE",0,0.6685
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,GRIN1,5.7747,4.0,0.5055,True,0.9871,"DEATH, TOXICITY TO VARIOUS AGENTS, DRUG ABUSE",0,0.6685
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,GRIN1,5.7747,4.0,0.5055,True,0.9871,"DEATH, TOXICITY TO VARIOUS AGENTS, DRUG ABUSE",0,0.6685
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,GRIN1,5.7747,4.0,0.5055,True,0.9871,"DEATH, TOXICITY TO VARIOUS AGENTS, DRUG ABUSE",0,0.6685
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,GRIN1,5.7747,4.0,0.5055,True,0.9871,"DEATH, TOXICITY TO VARIOUS AGENTS, DRUG ABUSE",0,0.6685
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,GRIN1,5.7747,4.0,0.5055,True,0.9871,"DEATH, TOXICITY TO VARIOUS AGENTS, DRUG ABUSE",0,0.6685
PROCYCLIDINE,CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,GRIN1,5.7696,4.0,0.5052,True,0.9821,"VOMITING, SCHIZOPHRENIA, PNEUMONIA",0,0.6674
AMANTADINE,CHEMBL660,NC12CC3CC(CC(C3)C1)C2,GRIN1,4.9788,4.0,0.449,True,0.985,"FALL, DRUG INEFFECTIVE, FATIGUE",2,0.6668
AMANTADINE,CHEMBL660,NC12CC3CC(CC(C3)C1)C2,GRIN1,4.9788,4.0,0.449,True,0.985,"FALL, DRUG INEFFECTIVE, FATIGUE",2,0.6668
DEXOXADROL,CHEMBL1165411,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,GRIN1,8.0132,2.0,0.5646,True,0.9743,,0,0.6594
DEXOXADROL,CHEMBL1165411,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,GRIN1,8.0132,2.0,0.5646,True,0.9743,,0,0.6594
LEVORPHANOL,CHEMBL592,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,GRIN1,5.6021,4.0,0.5054,True,0.9433,"PRODUCT DOSE OMISSION ISSUE, PAIN, DRUG INEFFECTIVE",0,0.6546
LEVORPHANOL,CHEMBL592,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,GRIN1,5.6021,4.0,0.5054,True,0.9433,"PRODUCT DOSE OMISSION ISSUE, PAIN, DRUG INEFFECTIVE",0,0.6546
ELIPRODIL,CHEMBL28564,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,GRIN1,7.8861,2.0,0.5677,True,0.9623,,0,0.652
CHLORPROMAZINE,CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,GRIN1,5.9586,4.0,0.5628,True,0.9754,"DRUG INEFFECTIVE, TOXICITY TO VARIOUS AGENTS, OFF LABEL USE",0,0.6487
CHLORPROMAZINE,CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,GRIN1,5.9586,4.0,0.5628,True,0.9754,"DRUG INEFFECTIVE, TOXICITY TO VARIOUS AGENTS, OFF LABEL USE",0,0.6487
LICOSTINEL,CHEMBL289832,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,GRIN1,8.2291,2.0,0.5479,True,0.8512,,0,0.648
LICOSTINEL,CHEMBL289832,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,GRIN1,8.2291,2.0,0.5479,True,0.8512,,0,0.648
TRETINOIN,CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,SNCA,5.5229,4.0,0.5251,True,0.9441,"OFF LABEL USE, DRUG INEFFECTIVE, PAIN",0,0.6445
RACEMETHORPHAN,CHEMBL22207,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,GRIN1,6.6198,2.0,0.5055,True,0.9871,,0,0.6438
RACEMETHORPHAN,CHEMBL22207,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,GRIN1,6.6198,2.0,0.5055,True,0.9871,,0,0.6438
TACRINE,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,GRIN1,5.3098,4.0,0.5291,True,0.9803,"DRUG INEFFECTIVE, NO ADVERSE EVENT, OFF LABEL USE",0,0.6437
TACRINE,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,GRIN1,5.3098,4.0,0.5291,True,0.9803,"DRUG INEFFECTIVE, NO ADVERSE EVENT, OFF LABEL USE",0,0.6437
TACRINE,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,GRIN1,5.3098,4.0,0.5291,True,0.9803,"DRUG INEFFECTIVE, NO ADVERSE EVENT, OFF LABEL USE",0,0.6437
TACRINE,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,GRIN1,5.3098,4.0,0.5291,True,0.9803,"DRUG INEFFECTIVE, NO ADVERSE EVENT, OFF LABEL USE",0,0.6437
TACRINE,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,GRIN1,5.3098,4.0,0.5291,True,0.9803,"DRUG INEFFECTIVE, NO ADVERSE EVENT, OFF LABEL USE",0,0.6437
TACRINE,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,GRIN1,5.3098,4.0,0.5291,True,0.9803,"DRUG INEFFECTIVE, NO ADVERSE EVENT, OFF LABEL USE",0,0.6437
