compound_name,chembl_id,smiles,target_genes,pchembl_value,clinical_phase,toxicity_score,ro5_pass,bbb_permeability,top_adverse_reactions,active_trial_count,composite_score
VARESPLADIB,CHEMBL148674,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,PLA2G6,6.2291,2.0,0.6368,True,0.7569,,0,0.5335
VARESPLADIB,CHEMBL148674,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,PLA2G6,6.2291,2.0,0.6368,True,0.7569,,0,0.5335
VARESPLADIB,CHEMBL148674,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,PLA2G6,6.2291,2.0,0.6368,True,0.7569,,0,0.5335
VARESPLADIB,CHEMBL148674,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,PLA2G6,6.2291,2.0,0.6368,True,0.7569,,0,0.5335
MOLIBRESIB,CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,VPS35,5.2396,2.0,0.646,True,0.9211,"DRUG INTERACTION, EPISTAXIS, PLATELET TRANSFUSION",0,0.533
MOLIBRESIB,CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,PARK7,5.2396,2.0,0.646,True,0.9211,"DRUG INTERACTION, EPISTAXIS, PLATELET TRANSFUSION",0,0.533
PLX-5622,CHEMBL3639728,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,LRRK2,6.0,1.0,0.6594,True,0.9337,,0,0.528
PITTSBURGH COMPOUND B UNLABELLED,CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,MAPT,5.4874,2.0,0.5775,True,0.7073,,0,0.5251
ENTACAPONE,CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,COMT,6.4134,4.0,0.5556,True,0.1974,"FALL, HALLUCINATION, DYSKINESIA",4,0.5097
ENTACAPONE,CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,COMT,6.4134,4.0,0.5556,True,0.1974,"FALL, HALLUCINATION, DYSKINESIA",4,0.5097
TRANSTORINE,CHEMBL299155,O=C(O)c1cc(=O)c2ccccc2[nH]1,GRIN1,4.8239,1.0,0.5411,True,0.7547,,0,0.5042
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,MAPT,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,MAPT,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,MAPT,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,SNCA,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,SNCA,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,MAPT,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,SNCA,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
CURCUMIN,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,MAPT,5.5229,3.0,0.6273,True,0.4837,"FATIGUE, NAUSEA, DIARRHOEA",0,0.4865
TEZAMPANEL ANHYDROUS,CHEMBL14935,O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,GRIN1,4.9172,2.0,0.5074,True,0.4536,,0,0.4853
BROMOCRIPTINE,CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,SNCA,4.6073,4.0,0.6544,True,0.4422,"DRUG INEFFECTIVE, OFF LABEL USE, NEUROLEPTIC MALIGNANT SYNDROME",0,0.4649
GALLIC ACID,CHEMBL288114,O=C(O)c1cc(O)c(O)c(O)c1,SNCA,5.3536,2.0,0.5173,True,0.0958,"DIARRHOEA, HYPERSENSITIVITY",0,0.4228
BAICALEIN,CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,SNCA,5.0862,2.0,0.5979,True,0.217,,0,0.4068
QUERCETIN,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,SNCA,4.699,3.0,0.6116,True,0.0463,"FATIGUE, HEADACHE, DRUG INEFFECTIVE",0,0.3806
LUTEOLIN,CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,SNCA,4.5528,2.0,0.6046,True,0.0951,"ARTHRALGIA, DRUG INEFFECTIVE, FATIGUE",0,0.3638
(-)-EPICATECHIN,CHEMBL583912,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,MAPT,3.699,2.0,0.5768,True,0.0563,"ARTHRALGIA, INSOMNIA, MUSCLE SPASMS",0,0.3415
